attendance_id,employee_id,date,status
5544,544,10-03-2023,Leave
5545,545,11-03-2023,Absent
5546,546,12-03-2023,Present
5547,547,13-03-2023,Present
5548,548,14-03-2023,Present
5549,549,15-03-2023,Absent
5550,550,16-03-2023,Leave
5551,551,17-03-2023,Present
5552,552,18-03-2023,Present
5553,553,19-03-2023,Present
5554,554,20-03-2023,Present
5555,555,21-03-2023,Present
5556,556,22-03-2023,Present
5557,557,23-03-2023,Present
5558,558,24-03-2023,Present
5559,559,25-03-2023,Present
5560,560,26-03-2023,Present
5561,561,27-03-2023,Present
5562,562,28-03-2023,Leave
5563,563,29-03-2023,Present
5564,564,30-03-2023,Present
5565,565,31-03-2023,Present
5566,566,01-04-2023,Present
5567,567,02-04-2023,Present
5568,568,03-04-2023,Present
5569,569,04-04-2023,Leave
5570,570,05-04-2023,Leave
5571,571,06-04-2023,Present
5572,572,07-04-2023,Absent
5573,573,08-04-2023,Present
5574,574,09-04-2023,Leave
5575,575,10-04-2023,Absent
5576,576,11-04-2023,Present
5577,577,12-04-2023,Absent
5578,578,13-04-2023,Present
5579,579,14-04-2023,Present
5580,580,15-04-2023,Leave
5581,581,16-04-2023,Present
5582,582,17-04-2023,Present
5583,583,18-04-2023,Leave
5584,584,19-04-2023,Present
5585,585,20-04-2023,Leave
5586,586,21-04-2023,Present
5587,587,22-04-2023,Present
5588,588,23-04-2023,Absent
5589,589,24-04-2023,Leave
5590,590,25-04-2023,Absent
5591,591,26-04-2023,Present
5592,592,27-04-2023,Present
5593,593,28-04-2023,Leave
5594,594,29-04-2023,Present
5595,595,30-04-2023,Present
5596,596,01-05-2023,Absent
5597,597,02-05-2023,Absent
5598,598,03-05-2023,Present
5599,599,04-05-2023,Present
5600,600,05-05-2023,Present
5601,601,06-05-2023,Present
5602,602,07-05-2023,Absent
5603,603,08-05-2023,Present
5604,604,09-05-2023,Present
5605,605,10-05-2023,Present
5606,606,11-05-2023,Present
5607,607,12-05-2023,Present
5608,608,13-05-2023,Present
5609,609,14-05-2023,Absent
5610,610,15-05-2023,Present
5611,611,16-05-2023,Present
5612,612,17-05-2023,Present
5613,613,18-05-2023,Present
5614,614,19-05-2023,Leave
5615,615,20-05-2023,Present
5616,616,21-05-2023,Present
5617,617,22-05-2023,Absent
5618,618,23-05-2023,Absent
5619,619,24-05-2023,Leave
5620,620,25-05-2023,Present
5621,621,26-05-2023,Present
5622,622,27-05-2023,Present
5623,623,28-05-2023,Leave
5624,624,29-05-2023,Present
5625,625,30-05-2023,Leave
5626,626,31-05-2023,Present
5627,627,01-06-2023,Present
5628,628,02-06-2023,Present
5629,629,03-06-2023,Present
5630,630,04-06-2023,Present
5631,631,05-06-2023,Leave
5632,632,06-06-2023,Present
5633,633,07-06-2023,Present
5634,634,08-06-2023,Present
5635,635,09-06-2023,Present
5636,636,10-06-2023,Present
5637,637,11-06-2023,Present
5638,638,12-06-2023,Present
5639,639,13-06-2023,Present
5640,640,14-06-2023,Present
5641,641,15-06-2023,Present
5642,642,16-06-2023,Present
5643,643,17-06-2023,Present
5644,644,18-06-2023,Leave
5645,645,19-06-2023,Present
5646,646,20-06-2023,Leave
5647,647,21-06-2023,Present
5648,648,22-06-2023,Present
5649,649,23-06-2023,Present
5650,650,24-06-2023,Leave
5651,651,25-06-2023,Present
5652,652,26-06-2023,Present
5653,653,27-06-2023,Present
5654,654,28-06-2023,Absent
5655,655,29-06-2023,Present
5656,656,30-06-2023,Present
5657,657,01-07-2023,Present
5658,658,02-07-2023,Absent
5659,659,03-07-2023,Leave
5660,660,04-07-2023,Leave
5661,661,05-07-2023,Present
5662,662,06-07-2023,Present
5663,663,07-07-2023,Present
5664,664,08-07-2023,Leave
5665,665,09-07-2023,Present
5666,666,10-07-2023,Present
5667,667,11-07-2023,Present
5668,668,12-07-2023,Present
5669,669,13-07-2023,Present
5670,670,14-07-2023,Present
5671,671,15-07-2023,Present
5672,672,16-07-2023,Present
5673,673,17-07-2023,Present
5674,674,18-07-2023,Present
5675,675,19-07-2023,Present
5676,676,20-07-2023,Present
5677,677,21-07-2023,Leave
5678,678,22-07-2023,Leave
5679,679,23-07-2023,Present
5680,680,24-07-2023,Present
5681,681,25-07-2023,Present
5682,682,26-07-2023,Leave
5683,683,27-07-2023,Present
5684,684,28-07-2023,Absent
5685,685,29-07-2023,Absent
5686,686,30-07-2023,Leave
5687,687,31-07-2023,Present
5688,688,01-08-2023,Absent
5689,689,02-08-2023,Present
5690,690,03-08-2023,Present
5691,691,04-08-2023,Present
5692,692,05-08-2023,Present
5693,693,06-08-2023,Present
5694,694,07-08-2023,Present
5695,695,08-08-2023,Present
5696,696,09-08-2023,Leave
5697,697,10-08-2023,Present
5698,698,11-08-2023,Present
5699,699,12-08-2023,Present
5700,700,13-08-2023,Present
5701,701,14-08-2023,Present
5702,702,15-08-2023,Present
5703,703,16-08-2023,Present
5704,704,17-08-2023,Present
5705,705,18-08-2023,Leave
5706,706,19-08-2023,Leave
5707,707,20-08-2023,Leave
5708,708,21-08-2023,Present
5709,709,22-08-2023,Present
5710,710,23-08-2023,Leave
5711,711,24-08-2023,Present
5712,712,25-08-2023,Present
5713,713,26-08-2023,Present
5714,714,27-08-2023,Absent
5715,715,28-08-2023,Present
5716,716,29-08-2023,Present
5717,717,30-08-2023,Present
5718,718,31-08-2023,Leave
5719,719,01-09-2023,Leave
5720,720,02-09-2023,Present
5721,721,03-09-2023,Present
5722,722,04-09-2023,Present
5723,723,05-09-2023,Absent
5724,724,06-09-2023,Leave
5725,725,07-09-2023,Leave
5726,726,08-09-2023,Present
5727,727,09-09-2023,Leave
5728,728,10-09-2023,Absent
5729,729,11-09-2023,Leave
5730,730,12-09-2023,Leave
5731,731,13-09-2023,Present
5732,732,14-09-2023,Present
5733,733,15-09-2023,Absent
5734,734,16-09-2023,Present
5735,735,17-09-2023,Present
5736,736,18-09-2023,Present
5737,737,19-09-2023,Present
5738,738,20-09-2023,Present
5739,739,21-09-2023,Present
5740,740,22-09-2023,Present
5741,741,23-09-2023,Present
5742,742,24-09-2023,Absent
5743,743,25-09-2023,Present
5744,744,26-09-2023,Present
5745,745,27-09-2023,Present
5746,746,28-09-2023,Absent
5747,747,29-09-2023,Present
5748,748,30-09-2023,Leave
5749,749,01-10-2023,Present
5750,750,02-10-2023,Present
5751,751,03-10-2023,Leave
5752,752,04-10-2023,Present
5753,753,05-10-2023,Absent
5754,754,06-10-2023,Present
5755,755,07-10-2023,Present
5756,756,08-10-2023,Present
5757,757,09-10-2023,Present
5758,758,10-10-2023,Present
5759,759,11-10-2023,Present
5760,760,12-10-2023,Present
5761,761,13-10-2023,Leave
5762,762,14-10-2023,Leave
5763,763,15-10-2023,Absent
5764,764,16-10-2023,Leave
5765,765,17-10-2023,Present
5766,766,18-10-2023,Leave
5767,767,19-10-2023,Present
5768,768,20-10-2023,Present
5769,769,21-10-2023,Absent
5770,770,22-10-2023,Present
5771,771,23-10-2023,Present
5772,772,24-10-2023,Present
5773,773,25-10-2023,Leave
5774,774,26-10-2023,Present
5775,775,27-10-2023,Present
5776,776,28-10-2023,Absent
5777,777,29-10-2023,Leave
5778,778,30-10-2023,Present
5779,779,31-10-2023,Present
5780,780,01-11-2023,Present
5781,781,02-11-2023,Present
5782,782,03-11-2023,Present
5783,783,04-11-2023,Present
5784,784,05-11-2023,Leave
5785,785,06-11-2023,Leave
5786,786,07-11-2023,Present
5787,787,08-11-2023,Present
5788,788,09-11-2023,Leave
5789,789,10-11-2023,Present
5790,790,11-11-2023,Present
5791,791,12-11-2023,Present
5792,792,13-11-2023,Present
5793,793,14-11-2023,Leave
5794,794,15-11-2023,Present
5795,795,16-11-2023,Present
5796,796,17-11-2023,Present
5797,797,18-11-2023,Present
5798,798,19-11-2023,Absent
5799,799,20-11-2023,Present
5800,800,21-11-2023,Leave
5801,801,22-11-2023,Present
5802,802,23-11-2023,Present
5803,803,24-11-2023,Present
5804,804,25-11-2023,Present
5805,805,26-11-2023,Present
5806,806,27-11-2023,Present
5807,807,28-11-2023,Absent
5808,808,29-11-2023,Present
5809,809,30-11-2023,Present
5810,810,01-12-2023,Present
5811,811,02-12-2023,Present
5812,812,03-12-2023,Leave
5813,813,04-12-2023,Absent
5814,814,05-12-2023,Present
5815,815,06-12-2023,Present
5816,816,07-12-2023,Present
5817,817,08-12-2023,Present
5818,818,09-12-2023,Present
5819,819,10-12-2023,Leave
5820,820,11-12-2023,Present
5821,821,12-12-2023,Absent
5822,822,13-12-2023,Present
5823,823,14-12-2023,Present
5824,824,15-12-2023,Present
5825,825,16-12-2023,Absent
5826,826,17-12-2023,Leave
5827,827,18-12-2023,Present
5828,828,19-12-2023,Present
5829,829,20-12-2023,Present
5830,830,21-12-2023,Present
5831,831,22-12-2023,Present
5832,832,23-12-2023,Present
5833,833,24-12-2023,Present
5834,834,25-12-2023,Present
5835,835,26-12-2023,Present
5836,836,27-12-2023,Absent
5837,837,28-12-2023,Present
5838,838,29-12-2023,Absent
5839,839,30-12-2023,Present
5840,840,31-12-2023,Present
5841,841,01-01-2023,Present
5842,842,02-01-2023,Present
5843,843,03-01-2023,Present
5844,844,04-01-2023,Absent
5845,845,05-01-2023,Present
5846,846,06-01-2023,Present
5847,847,07-01-2023,Present
5848,848,08-01-2023,Present
5849,849,09-01-2023,Present
5850,850,10-01-2023,Present
5851,851,11-01-2023,Present
5852,852,12-01-2023,Present
5853,853,13-01-2023,Present
5854,854,14-01-2023,Absent
5855,855,15-01-2023,Present
5856,856,16-01-2023,Present
5857,857,17-01-2023,Present
5858,858,18-01-2023,Present
5859,859,19-01-2023,Present
5860,860,20-01-2023,Present
5861,861,21-01-2023,Present
5862,862,22-01-2023,Present
5863,863,23-01-2023,Present
5864,864,24-01-2023,Leave
5865,865,25-01-2023,Present
5866,866,26-01-2023,Present
5867,867,27-01-2023,Present
5868,868,28-01-2023,Present
5869,869,29-01-2023,Present
5870,870,30-01-2023,Present
5871,871,31-01-2023,Present
5872,872,01-02-2023,Present
5873,873,02-02-2023,Present
5874,874,03-02-2023,Present
5875,875,04-02-2023,Present
5876,876,05-02-2023,Absent
5877,877,06-02-2023,Present
5878,878,07-02-2023,Present
5879,879,08-02-2023,Present
5880,880,09-02-2023,Present
5881,881,10-02-2023,Leave
5882,882,11-02-2023,Present
5883,883,12-02-2023,Absent
5884,884,13-02-2023,Absent
5885,885,14-02-2023,Absent
5886,886,15-02-2023,Present
5887,887,16-02-2023,Present
5888,888,17-02-2023,Leave
5889,889,18-02-2023,Present
5890,890,19-02-2023,Present
5891,891,20-02-2023,Present
5892,892,21-02-2023,Present
5893,893,22-02-2023,Present
5894,894,23-02-2023,Present
5895,895,24-02-2023,Leave
5896,896,25-02-2023,Present
5897,897,26-02-2023,Present
5898,898,27-02-2023,Present
5899,899,28-02-2023,Absent
5900,900,01-03-2023,Present
5901,901,02-03-2023,Absent
5902,902,03-03-2023,Present
5903,903,04-03-2023,Present
5904,904,05-03-2023,Present
5905,905,06-03-2023,Present
5906,906,07-03-2023,Present
5907,907,08-03-2023,Present
5908,908,09-03-2023,Present
5909,909,10-03-2023,Absent
5910,910,11-03-2023,Absent
5911,911,12-03-2023,Leave
5912,912,13-03-2023,Present
5913,913,14-03-2023,Present
5914,914,15-03-2023,Present
5915,915,16-03-2023,Present
5916,916,17-03-2023,Present
5917,917,18-03-2023,Absent
5918,918,19-03-2023,Present
5919,919,20-03-2023,Present
5920,920,21-03-2023,Present
5921,921,22-03-2023,Leave
5922,922,23-03-2023,Present
5923,923,24-03-2023,Present
5924,924,25-03-2023,Present
5925,925,26-03-2023,Absent
5926,926,27-03-2023,Present
5927,927,28-03-2023,Present
5928,928,29-03-2023,Present
5929,929,30-03-2023,Present
5930,930,31-03-2023,Present
5931,931,01-04-2023,Present
5932,932,02-04-2023,Present
5933,933,03-04-2023,Present
5934,934,04-04-2023,Present
5935,935,05-04-2023,Present
5936,936,06-04-2023,Present
5937,937,07-04-2023,Present
5938,938,08-04-2023,Present
5939,939,09-04-2023,Present
5940,940,10-04-2023,Absent
5941,941,11-04-2023,Present
5942,942,12-04-2023,Present
5943,943,13-04-2023,Present
5944,944,14-04-2023,Present
5945,945,15-04-2023,Present
5946,946,16-04-2023,Present
5947,947,17-04-2023,Absent
5948,948,18-04-2023,Present
5949,949,19-04-2023,Present
5950,950,20-04-2023,Present
5951,951,21-04-2023,Present
5952,952,22-04-2023,Present
5953,953,23-04-2023,Present
5954,954,24-04-2023,Absent
5955,955,25-04-2023,Present
5956,956,26-04-2023,Present
5957,957,27-04-2023,Present
5958,958,28-04-2023,Present
5959,959,29-04-2023,Present
5960,960,30-04-2023,Present
5961,961,01-05-2023,Leave
5962,962,02-05-2023,Present
5963,963,03-05-2023,Absent
5964,964,04-05-2023,Leave
5965,965,05-05-2023,Leave
5966,966,06-05-2023,Present
5967,967,07-05-2023,Present
5968,968,08-05-2023,Present
5969,969,09-05-2023,Absent
5970,970,10-05-2023,Present
5971,971,11-05-2023,Present
5972,972,12-05-2023,Absent
5973,973,13-05-2023,Present
5974,974,14-05-2023,Leave
5975,975,15-05-2023,Present
5976,976,16-05-2023,Absent
5977,977,17-05-2023,Absent
5978,978,18-05-2023,Present
5979,979,19-05-2023,Present
5980,980,20-05-2023,Leave
5981,981,21-05-2023,Absent
5982,982,22-05-2023,Present
5983,983,23-05-2023,Present
5984,984,24-05-2023,Present
5985,985,25-05-2023,Present
5986,986,26-05-2023,Present
5987,987,27-05-2023,Absent
5988,988,28-05-2023,Present
5989,989,29-05-2023,Leave
5990,990,30-05-2023,Present
5991,991,31-05-2023,Present
5992,992,01-06-2023,Leave
5993,993,02-06-2023,Present
5994,994,03-06-2023,Leave
5995,995,04-06-2023,Present
5996,996,05-06-2023,Present
5997,997,06-06-2023,Absent
5998,998,07-06-2023,Present
5999,999,08-06-2023,Present
6000,1000,09-06-2023,Leave
6001,1,10-06-2023,Present
6002,2,11-06-2023,Present
6003,3,12-06-2023,Absent
6004,4,13-06-2023,Present
6005,5,14-06-2023,Present
6006,6,15-06-2023,Present
6007,7,16-06-2023,Present
6008,8,17-06-2023,Absent
6009,9,18-06-2023,Present
6010,10,19-06-2023,Present
6011,11,20-06-2023,Absent
6012,12,21-06-2023,Absent
6013,13,22-06-2023,Present
6014,14,23-06-2023,Present
6015,15,24-06-2023,Leave
6016,16,25-06-2023,Present
6017,17,26-06-2023,Leave
6018,18,27-06-2023,Present
6019,19,28-06-2023,Present
6020,20,29-06-2023,Present
6021,21,30-06-2023,Present
6022,22,01-07-2023,Present
6023,23,02-07-2023,Leave
6024,24,03-07-2023,Present
6025,25,04-07-2023,Absent
6026,26,05-07-2023,Leave
6027,27,06-07-2023,Present
6028,28,07-07-2023,Present
6029,29,08-07-2023,Present
6030,30,09-07-2023,Leave
6031,31,10-07-2023,Present
6032,32,11-07-2023,Present
6033,33,12-07-2023,Present
6034,34,13-07-2023,Present
6035,35,14-07-2023,Absent
6036,36,15-07-2023,Present
6037,37,16-07-2023,Present
6038,38,17-07-2023,Absent
6039,39,18-07-2023,Present
6040,40,19-07-2023,Present
6041,41,20-07-2023,Present
6042,42,21-07-2023,Present
6043,43,22-07-2023,Present
6044,44,23-07-2023,Present
6045,45,24-07-2023,Leave
6046,46,25-07-2023,Present
6047,47,26-07-2023,Present
6048,48,27-07-2023,Present
6049,49,28-07-2023,Leave
6050,50,29-07-2023,Leave
6051,51,30-07-2023,Present
6052,52,31-07-2023,Leave
6053,53,01-08-2023,Present
6054,54,02-08-2023,Present
6055,55,03-08-2023,Present
6056,56,04-08-2023,Absent
6057,57,05-08-2023,Present
6058,58,06-08-2023,Present
6059,59,07-08-2023,Leave
6060,60,08-08-2023,Present
6061,61,09-08-2023,Present
6062,62,10-08-2023,Present
6063,63,11-08-2023,Present
6064,64,12-08-2023,Present
6065,65,13-08-2023,Present
6066,66,14-08-2023,Present
6067,67,15-08-2023,Absent
6068,68,16-08-2023,Present
6069,69,17-08-2023,Present
6070,70,18-08-2023,Present
6071,71,19-08-2023,Leave
6072,72,20-08-2023,Present
6073,73,21-08-2023,Present
6074,74,22-08-2023,Present
6075,75,23-08-2023,Present
6076,76,24-08-2023,Absent
6077,77,25-08-2023,Present
6078,78,26-08-2023,Present
6079,79,27-08-2023,Leave
6080,80,28-08-2023,Present
6081,81,29-08-2023,Present
6082,82,30-08-2023,Present
6083,83,31-08-2023,Present
6084,84,01-09-2023,Present
6085,85,02-09-2023,Present
6086,86,03-09-2023,Absent
6087,87,04-09-2023,Present
6088,88,05-09-2023,Present
6089,89,06-09-2023,Leave
6090,90,07-09-2023,Absent
6091,91,08-09-2023,Present
6092,92,09-09-2023,Present
6093,93,10-09-2023,Leave
6094,94,11-09-2023,Absent
6095,95,12-09-2023,Present
6096,96,13-09-2023,Absent
6097,97,14-09-2023,Present
6098,98,15-09-2023,Leave
6099,99,16-09-2023,Leave
6100,100,17-09-2023,Present
6101,101,18-09-2023,Present
6102,102,19-09-2023,Present
6103,103,20-09-2023,Leave
6104,104,21-09-2023,Leave
6105,105,22-09-2023,Present
6106,106,23-09-2023,Present
6107,107,24-09-2023,Present
6108,108,25-09-2023,Leave
6109,109,26-09-2023,Present
6110,110,27-09-2023,Absent
6111,111,28-09-2023,Absent
6112,112,29-09-2023,Present
6113,113,30-09-2023,Present
6114,114,01-10-2023,Absent
6115,115,02-10-2023,Leave
6116,116,03-10-2023,Leave
6117,117,04-10-2023,Present
6118,118,05-10-2023,Present
6119,119,06-10-2023,Present
6120,120,07-10-2023,Present
6121,121,08-10-2023,Absent
6122,122,09-10-2023,Present
6123,123,10-10-2023,Present
6124,124,11-10-2023,Present
6125,125,12-10-2023,Leave
6126,126,13-10-2023,Present
6127,127,14-10-2023,Leave
6128,128,15-10-2023,Absent
6129,129,16-10-2023,Present
6130,130,17-10-2023,Present
6131,131,18-10-2023,Leave
6132,132,19-10-2023,Present
6133,133,20-10-2023,Present
6134,134,21-10-2023,Present
6135,135,22-10-2023,Present
6136,136,23-10-2023,Present
6137,137,24-10-2023,Present
6138,138,25-10-2023,Present
6139,139,26-10-2023,Present
6140,140,27-10-2023,Present
6141,141,28-10-2023,Present
6142,142,29-10-2023,Present
6143,143,30-10-2023,Leave
6144,144,31-10-2023,Present
6145,145,01-11-2023,Present
6146,146,02-11-2023,Present
6147,147,03-11-2023,Present
6148,148,04-11-2023,Absent
6149,149,05-11-2023,Leave
6150,150,06-11-2023,Present
6151,151,07-11-2023,Present
6152,152,08-11-2023,Present
6153,153,09-11-2023,Present
6154,154,10-11-2023,Present
6155,155,11-11-2023,Present
6156,156,12-11-2023,Present
6157,157,13-11-2023,Present
6158,158,14-11-2023,Present
6159,159,15-11-2023,Present
6160,160,16-11-2023,Present
6161,161,17-11-2023,Present
6162,162,18-11-2023,Absent
6163,163,19-11-2023,Present
6164,164,20-11-2023,Present
6165,165,21-11-2023,Absent
6166,166,22-11-2023,Present
6167,167,23-11-2023,Present
6168,168,24-11-2023,Present
6169,169,25-11-2023,Leave
6170,170,26-11-2023,Present
6171,171,27-11-2023,Absent
6172,172,28-11-2023,Absent
6173,173,29-11-2023,Present
6174,174,30-11-2023,Absent
6175,175,01-12-2023,Leave
6176,176,02-12-2023,Present
6177,177,03-12-2023,Present
6178,178,04-12-2023,Present
6179,179,05-12-2023,Present
6180,180,06-12-2023,Leave
6181,181,07-12-2023,Present
6182,182,08-12-2023,Present
6183,183,09-12-2023,Present
6184,184,10-12-2023,Absent
6185,185,11-12-2023,Present
6186,186,12-12-2023,Leave
6187,187,13-12-2023,Present
6188,188,14-12-2023,Absent
6189,189,15-12-2023,Present
6190,190,16-12-2023,Leave
6191,191,17-12-2023,Present
6192,192,18-12-2023,Present
6193,193,19-12-2023,Present
6194,194,20-12-2023,Leave
6195,195,21-12-2023,Absent
6196,196,22-12-2023,Present
6197,197,23-12-2023,Present
6198,198,24-12-2023,Absent
6199,199,25-12-2023,Present
6200,200,26-12-2023,Present
6201,201,27-12-2023,Present
6202,202,28-12-2023,Present
6203,203,29-12-2023,Present
6204,204,30-12-2023,Present
6205,205,31-12-2023,Present
6206,206,01-01-2023,Present
6207,207,02-01-2023,Present
6208,208,03-01-2023,Present
6209,209,04-01-2023,Present
6210,210,05-01-2023,Absent
6211,211,06-01-2023,Leave
6212,212,07-01-2023,Present
6213,213,08-01-2023,Present
6214,214,09-01-2023,Present
6215,215,10-01-2023,Absent
6216,216,11-01-2023,Leave
6217,217,12-01-2023,Present
6218,218,13-01-2023,Present
6219,219,14-01-2023,Absent
6220,220,15-01-2023,Absent
6221,221,16-01-2023,Present
6222,222,17-01-2023,Present
6223,223,18-01-2023,Present
6224,224,19-01-2023,Present
6225,225,20-01-2023,Present
6226,226,21-01-2023,Present
6227,227,22-01-2023,Present
6228,228,23-01-2023,Present
6229,229,24-01-2023,Present
6230,230,25-01-2023,Leave
6231,231,26-01-2023,Present
6232,232,27-01-2023,Present
6233,233,28-01-2023,Present
6234,234,29-01-2023,Present
6235,235,30-01-2023,Present
6236,236,31-01-2023,Present
6237,237,01-02-2023,Present
6238,238,02-02-2023,Absent
6239,239,03-02-2023,Present
6240,240,04-02-2023,Present
6241,241,05-02-2023,Present
6242,242,06-02-2023,Absent
6243,243,07-02-2023,Absent
6244,244,08-02-2023,Present
6245,245,09-02-2023,Present
6246,246,10-02-2023,Absent
6247,247,11-02-2023,Present
6248,248,12-02-2023,Leave
6249,249,13-02-2023,Absent
6250,250,14-02-2023,Present
6251,251,15-02-2023,Present
6252,252,16-02-2023,Present
6253,253,17-02-2023,Absent
6254,254,18-02-2023,Present
6255,255,19-02-2023,Present
6256,256,20-02-2023,Present
6257,257,21-02-2023,Present
6258,258,22-02-2023,Absent
6259,259,23-02-2023,Present
6260,260,24-02-2023,Present
6261,261,25-02-2023,Present
6262,262,26-02-2023,Leave
6263,263,27-02-2023,Present
6264,264,28-02-2023,Present
6265,265,01-03-2023,Leave
6266,266,02-03-2023,Present
6267,267,03-03-2023,Present
6268,268,04-03-2023,Absent
6269,269,05-03-2023,Present
6270,270,06-03-2023,Absent
6271,271,07-03-2023,Present
6272,272,08-03-2023,Present
6273,273,09-03-2023,Present
6274,274,10-03-2023,Present
6275,275,11-03-2023,Present
6276,276,12-03-2023,Leave
6277,277,13-03-2023,Present
6278,278,14-03-2023,Leave
6279,279,15-03-2023,Present
6280,280,16-03-2023,Present
6281,281,17-03-2023,Absent
6282,282,18-03-2023,Present
6283,283,19-03-2023,Present
6284,284,20-03-2023,Leave
6285,285,21-03-2023,Present
6286,286,22-03-2023,Leave
6287,287,23-03-2023,Present
6288,288,24-03-2023,Absent
6289,289,25-03-2023,Present
6290,290,26-03-2023,Absent
6291,291,27-03-2023,Present
6292,292,28-03-2023,Leave
6293,293,29-03-2023,Absent
6294,294,30-03-2023,Present
6295,295,31-03-2023,Present
6296,296,01-04-2023,Present
6297,297,02-04-2023,Leave
6298,298,03-04-2023,Present
6299,299,04-04-2023,Present
6300,300,05-04-2023,Present
6301,301,06-04-2023,Absent
6302,302,07-04-2023,Present
6303,303,08-04-2023,Present
6304,304,09-04-2023,Present
6305,305,10-04-2023,Present
6306,306,11-04-2023,Present
6307,307,12-04-2023,Leave
6308,308,13-04-2023,Present
6309,309,14-04-2023,Present
6310,310,15-04-2023,Present
6311,311,16-04-2023,Present
6312,312,17-04-2023,Present
6313,313,18-04-2023,Leave
6314,314,19-04-2023,Present
6315,315,20-04-2023,Present
6316,316,21-04-2023,Present
6317,317,22-04-2023,Present
6318,318,23-04-2023,Present
6319,319,24-04-2023,Present
6320,320,25-04-2023,Present
6321,321,26-04-2023,Present
6322,322,27-04-2023,Leave
6323,323,28-04-2023,Present
6324,324,29-04-2023,Leave
6325,325,30-04-2023,Present
6326,326,01-05-2023,Present
6327,327,02-05-2023,Present
6328,328,03-05-2023,Leave
6329,329,04-05-2023,Leave
6330,330,05-05-2023,Present
6331,331,06-05-2023,Absent
6332,332,07-05-2023,Leave
6333,333,08-05-2023,Present
6334,334,09-05-2023,Present
6335,335,10-05-2023,Present
6336,336,11-05-2023,Absent
6337,337,12-05-2023,Present
6338,338,13-05-2023,Leave
6339,339,14-05-2023,Leave
6340,340,15-05-2023,Leave
6341,341,16-05-2023,Leave
6342,342,17-05-2023,Leave
6343,343,18-05-2023,Absent
6344,344,19-05-2023,Present
6345,345,20-05-2023,Leave
6346,346,21-05-2023,Present
6347,347,22-05-2023,Present
6348,348,23-05-2023,Present
6349,349,24-05-2023,Present
6350,350,25-05-2023,Present
6351,351,26-05-2023,Present
6352,352,27-05-2023,Present
6353,353,28-05-2023,Leave
6354,354,29-05-2023,Present
6355,355,30-05-2023,Present
6356,356,31-05-2023,Present
6357,357,01-06-2023,Present
6358,358,02-06-2023,Present
6359,359,03-06-2023,Present
6360,360,04-06-2023,Present
6361,361,05-06-2023,Leave
6362,362,06-06-2023,Leave
6363,363,07-06-2023,Present
6364,364,08-06-2023,Present
6365,365,09-06-2023,Present
6366,366,10-06-2023,Present
6367,367,11-06-2023,Present
6368,368,12-06-2023,Present
6369,369,13-06-2023,Present
6370,370,14-06-2023,Present
6371,371,15-06-2023,Leave
6372,372,16-06-2023,Present
6373,373,17-06-2023,Present
6374,374,18-06-2023,Present
6375,375,19-06-2023,Absent
6376,376,20-06-2023,Present
6377,377,21-06-2023,Present
6378,378,22-06-2023,Present
6379,379,23-06-2023,Leave
6380,380,24-06-2023,Present
6381,381,25-06-2023,Absent
6382,382,26-06-2023,Absent
6383,383,27-06-2023,Present
6384,384,28-06-2023,Present
6385,385,29-06-2023,Absent
6386,386,30-06-2023,Present
6387,387,01-07-2023,Present
6388,388,02-07-2023,Present
6389,389,03-07-2023,Present
6390,390,04-07-2023,Present
6391,391,05-07-2023,Present
6392,392,06-07-2023,Present
6393,393,07-07-2023,Present
6394,394,08-07-2023,Present
6395,395,09-07-2023,Present
6396,396,10-07-2023,Present
6397,397,11-07-2023,Present
6398,398,12-07-2023,Present
6399,399,13-07-2023,Present
6400,400,14-07-2023,Present
6401,401,15-07-2023,Present
6402,402,16-07-2023,Present
6403,403,17-07-2023,Absent
6404,404,18-07-2023,Present
6405,405,19-07-2023,Present
6406,406,20-07-2023,Present
6407,407,21-07-2023,Present
6408,408,22-07-2023,Present
6409,409,23-07-2023,Present
6410,410,24-07-2023,Present
6411,411,25-07-2023,Present
6412,412,26-07-2023,Leave
6413,413,27-07-2023,Absent
6414,414,28-07-2023,Present
6415,415,29-07-2023,Present
6416,416,30-07-2023,Leave
6417,417,31-07-2023,Present
6418,418,01-08-2023,Present
6419,419,02-08-2023,Absent
6420,420,03-08-2023,Leave
6421,421,04-08-2023,Present
6422,422,05-08-2023,Present
6423,423,06-08-2023,Present
6424,424,07-08-2023,Present
6425,425,08-08-2023,Absent
6426,426,09-08-2023,Present
6427,427,10-08-2023,Absent
6428,428,11-08-2023,Leave
6429,429,12-08-2023,Present
6430,430,13-08-2023,Present
6431,431,14-08-2023,Leave
6432,432,15-08-2023,Present
6433,433,16-08-2023,Present
6434,434,17-08-2023,Present
6435,435,18-08-2023,Present
6436,436,19-08-2023,Present
6437,437,20-08-2023,Present
6438,438,21-08-2023,Absent
6439,439,22-08-2023,Present
6440,440,23-08-2023,Present
6441,441,24-08-2023,Present
6442,442,25-08-2023,Present
6443,443,26-08-2023,Leave
6444,444,27-08-2023,Present
6445,445,28-08-2023,Absent
6446,446,29-08-2023,Present
6447,447,30-08-2023,Absent
6448,448,31-08-2023,Present
6449,449,01-09-2023,Present
6450,450,02-09-2023,Present
6451,451,03-09-2023,Present
6452,452,04-09-2023,Present
6453,453,05-09-2023,Leave
6454,454,06-09-2023,Present
6455,455,07-09-2023,Absent
6456,456,08-09-2023,Present
6457,457,09-09-2023,Leave
